,demogr1_walk,demogr1_cycle,demogr2_walk,demogr2_cycle,demogr3_walk,demogr3_cycle,demogr4_walk,demogr4_cycle,
county1,15.57827796,2.480101473,15.63600166,1.763691818,15.38994804,1.865922898,19.24609428,1.972237617,2027
county2,24.5999972,2.847645702,23.114413,2.56067728,21.93089675,2.146200141,22.96131126,2.220083729,
county3,44.14210678,5.927765159,40.000328,4.846288283,36.32603727,3.779337647,36.9937654,3.599517436,
county4,41.39548142,4.024336584,38.6402713,3.406690194,34.54013866,2.965398989,31.15543682,2.835055661,
county5,53.09423775,60.22191377,51.13779034,29.01682807,46.50558658,21.46568322,44.54648131,29.00886759,
county6,33.08627178,3.16365454,28.41730566,2.494290189,25.8623994,2.355409148,23.72982985,1.760507921,
