"","male.Demogr.1","female.Demogr.1","male.Demogr.2","female.Demogr.2","male.Demogr.3","female.Demogr.3","male.Demogr.4","female.Demogr.4","",""
"ageCat1","0.33185015267964","0.29417649504177","0.223566813962229","0.22686799293125","0.190097597166683","0.347669718311067","0.387926033186843","0.54125361097848","relative.walk.time","ELD"
"ageCat2","2.35417552103841","2.71162551546649","2.71266073860999","2.75595566834635","2.25924639725441","2.06701025143033","2.43192783711727","2.21234972551524","",""
"ageCat3","0.889878210639898","1","1.1150186696006","1","0.909252300338102","1","1.03180461401966","1","",""
"ageCat4","0.641877959600552","0.903092868008474","0.974247686112343","0.92863269475775","0.806080205263762","0.733616265965922","0.909343846319744","0.898548150290756","",""
"ageCat5","0.621984877926093","0.781619576765702","0.819103234807185","1.07050558806836","0.90120328157419","0.959420785586521","1.01947163622359","0.908109081162101","",""
"ageCat6","0.528982306712636","0.677041329130945","0.760780353827331","0.892634718940111","0.807255199928271","0.795283604982314","0.74377913818272","0.841501517396371","",""
"ageCat7","0.634874306975378","0.674671927905539","0.712524131636912","0.922441172053194","0.36240258884454","0.477467515772408","0.996817222683534","0.807281928444417","",""
"ageCat8","0.513507095087604","0.938421686136614","0.72676306105715","0.861424142310285","0.487781366913921","0.38226201297101","0.462671876966094","0.460988591051642","",""
"","","","","","","","","","",""
"ageCat1","0.456384089834117","0.217159778477862","0.712822106296821","0.419995070842528","0.726312055384515","0.12348204266212","1.40435422587603","0.195852123508178","relative.cycle.time",""
"ageCat2","4.18706033734136","3.49571814394737","5.73226899194856","3.49249968169698","2.70265320595423","1.36475200435639","3.67744185435504","1.88836926673424","",""
"ageCat3","1.46105674758055","1","2.38602209980163","1","1.47064561375522","1","2.31595947649944","1","",""
"ageCat4","1.27386623617141","0.304289157971822","1.75285235517254","1.24735255332902","0.734764094199591","0.149917038059617","0.666023697600889","0.354120233681985","",""
"ageCat5","1.01803022637309","0.578205358062094","1.29277784124651","0.445231945143319","0.387806597219961","0.110657036740321","0.518178812345573","0.164103464995779","",""
"ageCat6","1.21363882580999","0.267562492095326","0.991309827613145","0.264060876133696","0.480900343987677","0.172370308565411","0.463075556549757","0.251144068494834","",""
"ageCat7","0.580607706593711","0.36770346533059","0.518436058469448","0.0885532281652432","0.639255365760641","0.0800914017860985","0.566603117212145","0.134227061162199","",""
"ageCat8","1.07603973358072","0.216509795599506","0.645633906888519","0.540384254568652","0.130877197490459","0.221672207550627","0.61463071217814","0.269933881400145","",""
"","","","","","","","","","",""
"ageCat1","1.0003105102773","0.998752947570577","1.00017056856187","1.00048380707379","0.9991234777825","0.999900467967367","0.999779523415012","0.999910199094812","relative.walk.speed",""
"ageCat2","1.00042765075081","1.00009423115411","0.999979892986972","1.00009649849909","0.999942695719534","0.999902718743097","1.00010884293965","1.00004849142938","",""
"ageCat3","1.00011283853385","1","0.999929013591432","1","1.0001706498292","1","1.00020040975433","1","",""
"ageCat4","1.00105342481004","1.00044639868639","1.00017056856187","1.00068240863916","1.00014272088588","1.0001830114731","0.999913400182643","1.00002117259378","",""
"ageCat5","0.999933767369746","1.00015416920957","1.00012310637953","1.00028511668446","1.00039154563392","0.999834554065413","1.00018246488425","1.00040748195048","",""
"ageCat6","1.00077849815765","1.00111031656422","1.00024239615969","1.00011941240277","0.999811269857663","1.00021314489939","1.00043158114494","0.999591946799302","",""
"ageCat7","0.999773655944626","1.0001891976671","1.00050987830157","0.999838915898569","1.00026452160676","0.999891123743631","0.999767235750821","0.99995353621472","",""
"ageCat8","1.00039967161966","1.00013822342851","1.00029545913812","1.00016740427624","1.00072133873528","0.999914276937816","0.999847536271032","0.999876433813991","",""
"","","","","","","","","","",""
"ageCat1","0.999373899008027","0.999864509660461","0.999900802051871","0.999437820473448","0.999889044097519","1.00016531125737","1.00011605568681","0.999111860587585","relative.cycle.speed",""
"ageCat2","1.00004960120242","0.999829251020583","0.999617091320694","0.999553109447716","1.00011033785239","0.999906745688031","0.999963408308967","1.00001456603447","",""
"ageCat3","0.999864509660461","1","0.999803956327944","1","1.00001456712562","1","1.00008735086092","1","",""
"ageCat4","0.999880866826847","1.00017820248523","0.99979072930836","0.999681855222625","0.999919246416253","1.00017637153388","0.999960754018442","1.00023588915909","",""
"ageCat5","0.999979493887432","0.99965624794214","0.999728007179796","1.00030134765836","0.999965115126274","1.00002117784518","1.00005333518598","0.99985719448631","",""
"ageCat6","0.999919668512431","0.9993363192169","0.999583776145597","0.999674379869362","0.9997943701972","1.00016797018293","0.999789760592458","1.00022515162498","",""
"ageCat7","1.00019992210919","0.999343141138317","0.999542918990029","0.999280892118504","1.00021091765638","0.99966848045855","1.00016755534468","1.00006825356198","",""
"ageCat8","0.999942374663939","1.00058263116608","0.99979072930836","1.00021156093177","1.0009033262889","1.00031530871725","1.00079663539269","1.00071345888686","",""
"","","","","","","","","","",""
"ageCat1","0.221949742899646","0.184893511742688","0.215672387446085","0.279731136558492","0.317593605979861","0.334701334276663","0.424993030881211","0.503883956519202","relative.walk.time","PLA"
"ageCat2","1.84548809069744","2.07064359320706","1.90920800178628","2.10497411726695","2.0055013453746","2.03468974495316","1.8939196914844","1.91919765440381","",""
"ageCat3","0.74568794564752","1","1.00718180129395","1","0.919654878657691","1","0.93444770858049","1","",""
