,male.Demogr.1,female.Demogr.1,male.Demogr.2,female.Demogr.2,male.Demogr.3,female.Demogr.3,male.Demogr.4,female.Demogr.4,,
ageCat7,0.49825119,0.483429304,0,0,0.467541239,0.585733253,0.391340424,0.522413928,,
ageCat8,0.470679116,0.457619626,0,0,0.425353144,0.593326629,0.461521323,0.669184383,,
, , , , , , , , , ,
ageCat1,0.470577869,0.273660018,5.592847852,0,0.50181387,0.172917189,0.42819222,0.53044391,relative.cycle.time,
ageCat2,2.730849407,1.157819921,3.651143598,0,3.599862075,1.618546043,3.143749002,1.820887276,,
ageCat3,2.005068559,1,3.431019034,1,2.732692808,1,3.261513523,1,,
ageCat4,1.754824341,0.531189612,3.929906548,0.340324721,2.222551232,1.229730684,2.796102099,0.63297725,,
ageCat5,1.476503548,0.495566585,1.097800143,1.218251226,2.103605425,0.351435303,1.58685723,0.620258481,,
ageCat6,0.897968931,0.313081221,0,0.167661623,1.73586627,0.340679302,0.869989685,0.43141043,,
ageCat7,0.552129842,0.210288851,0,0,0.8783406,0.531257813,1.159737605,0.406008616,,
ageCat8,0.386704056,0.227078866,0,0,1.139686615,0.544802904,0.760258974,0.512613393,,
, , , , , , , , , ,
ageCat1,0.999682948,0.999913046,1.00030344,0,1.000115301,1.000685285,1.000317285,1.000097204,relative.walk.speed,
ageCat2,1.000321534,1.000322345,1.000469933,1.000559271,1.000388471,1.000297462,1.000218262,1.000278607,,
ageCat3,0.999941198,1,1.000515655,1,1.000052375,1,1.000306579,1,,
ageCat4,1.000164519,1.000269844,1.001068994,1.001064878,0.999978541,1.000278637,1.000321238,1.000206062,,
ageCat5,1.000270916,1.000085655,1.002347471,1.000198595,1.000015998,1.000311521,1.000124915,0.999793738,,
ageCat6,1.000337504,1.000163246,0,1.000111288,1.000229239,1.000660008,1.000014843,1.000293892,,
ageCat7,1.000403825,1.00012141,0,0,1.000166617,1.000175808,0.999768052,1.000716822,,
ageCat8,0.999901615,0.999673539,0,0,1.000177583,1.000122912,1.000146378,1.000253071,,
, , , , , , , , , ,
ageCat1,0.999804678,0.999668219,0.998578232,0,0.999718168,1.000106862,0.999748871,0.999826057,relative.cycle.speed,
ageCat2,0.999824968,1.000041286,0.998352166,0,0.999918814,0.999950915,0.999693227,0.999919603,,
ageCat3,0.999906945,1,0.998667302,1,0.999940327,1,0.999868656,1,,
ageCat4,1.000015373,0.999936765,0.998051457,0.999010275,0.999968687,0.999766099,0.999902035,0.999845028,,
ageCat5,0.999874855,0.999902518,0.998959362,0.999215046,0.999920218,0.99997271,0.999813134,0.99998235,,
ageCat6,0.999642232,0.999903343,0,1.00660301,0.999748076,0.999362446,0.999396651,0.999985297,,
ageCat7,0.999841749,0.999835023,0,0,0.999928016,0.999881034,0.99888707,0.999860127,,
ageCat8,1.000694334,0.999806674,0,0,1.000894317,1.000745953,0.99967101,0.999201891,,
,,,,,,,,,,
ageCat1,0.321867862,0.328589942,0,0,0.265131646,0.408259074,0.305156361,0.287520831,relative.walk.time,YOL
ageCat2,1.054546831,1.167775197,1.38888188,0,1.248460975,1.184845092,1.104982589,1.186897698,,
ageCat3,0.757611552,1,0.669795936,1,0.742739584,1,0.729455667,1,,
ageCat4,0.712378823,0.84643605,0.495404456,0.799417547,0.717380085,0.916409124,0.667876121,0.879237668,,
ageCat5,0.708030165,0.852143373,0.544231871,0.923635018,0.757529073,0.833282497,0.745140758,0.896888539,,
ageCat6,0.659476576,0.781865189,0.3782747,0.699206089,0.585111144,0.791893156,0.590565787,0.828681485,,
ageCat7,0.631995989,0.794684296,0.310452234,0.68775053,0.728355308,0.692919056,0.548846375,0.730465293,,
ageCat8,0.592026143,0.643915956,0.659380804,0.553145784,0.630238451,0.548228791,0.546333129,0.589581013,,
, , , , , , , , , ,
ageCat1,0.169332067,0.067201473,0,0,0.116535235,0.067105647,0.104593444,0.053047672,relative.cycle.time,
ageCat2,0.603481339,0.365057034,0.303547013,0,0.429259451,0.34187581,0.476049316,0.286594403,,
ageCat3,1.36636781,1,0.339205609,1,1.355000955,1,1.3410528,1,,
ageCat4,0.61511651,0.313031806,0.280714483,0.178970911,0.425507069,0.272118812,0.479562209,0.283004736,,
ageCat5,0.384040706,0.26534197,0.199288201,0.121054096,0.317133603,0.213678355,0.412388402,0.257559733,,
ageCat6,0.351317717,0.267615325,0.12554155,0.092608119,0.176639638,0.184721246,0.2857727,0.200665096,,
ageCat7,0.289290602,0.166515123,0.069470192,0.100780523,0.164609005,0.139725814,0.20210329,0.172798951,,
ageCat8,0.283684123,0.113921757,0.077988115,0.067590965,0.194357164,0.0801131,0.170163738,0.115397815,,
, , , , , , , , , ,
ageCat1,1.000045402,1.000101063,0,0,0.999981507,1.00060941,1.000095709,1.000057622,relative.walk.speed,
ageCat2,1.000113326,1.000162098,1.000431084,0,0.999956004,1.000120976,1.000187747,1.000203277,,
ageCat3,0.999977809,1,1.000757383,1,0.999958439,1,0.999964251,1,,
ageCat4,1.000069013,1.000094701,1.000650054,1.000462162,0.999960213,0.999864581,1.000157166,1.000183086,,
ageCat5,1.000067125,1.000156003,1.000640569,1.000522296,0.99989063,0.999819925,1.000204489,1.000071869,,
ageCat6,1.000082491,1.000131378,0.99933191,0.999594176,0.999907793,1.000056197,0.999998096,0.999932814,,
ageCat7,0.999928662,1.000232534,0.999643524,1.000693902,1.000038661,1.000225561,1.000247666,1.000212166,,
ageCat8,0.999834244,1.000094951,1.00025981,0.999205938,1.000309468,0.999858181,1.000241117,0.999683632,,
, , , , , , , , , ,
ageCat1,0.999946058,0.9999304,0,0,1.000104637,1.000028858,1.000185768,1.000045309,relative.cycle.speed,
ageCat2,0.999930617,1.000054958,1.000046973,0,1.000058451,0.999972075,1.000179377,1.000038828,,
ageCat3,0.999949754,1,1.000303762,1,1.000011844,1,1.000006302,1,,
ageCat4,0.999996082,0.999986054,1.000373605,1.00012052,1.00001203,1.000004031,1.000053531,1.000044872,,
ageCat5,0.999953519,1.000006138,1.000350552,1.000470978,1.00003756,0.999992655,0.999980072,1.000086072,,
ageCat6,0.999955633,0.999977374,1.000600481,1.000276015,1.00012719,0.999981563,0.999955715,1.000111545,,
ageCat7,1.000015038,1.000086928,1.000237336,1.000168057,0.999746469,1.000224894,0.999973488,0.999943941,,
ageCat8,1.000081472,1.000004017,1.000331503,0.998874356,1.000011341,1.000052726,0.999989179,0.999818388,,
,,,,,,,,,,
ageCat1,0.232964933,0.264931019,1.205061889,0,0.408384309,0.483124007,0.21900634,0.23019636,relative.walk.time,YUB
ageCat2,1.411509035,1.836719593,2.588814391,2.859109771,1.69905681,1.804835737,1.595383708,1.676218198,,
ageCat3,0.803095541,1,1.205548964,1,0.944014593,1,0.792475609,1,,
ageCat4,0.635089628,0.682889636,0.981870678,0.71152062,0.882492701,0.847120047,0.56608602,0.643450732,,
ageCat5,0.520801835,0.614343752,0.602933008,0.644505919,0.65365716,0.792483026,0.651317086,0.599439326,,
ageCat6,0.436586993,0.435662532,0,1.003361097,0.454704797,0.480227717,0.484878787,0.591905583,,
ageCat7,0.363398594,0.302333267,0,0,0.309972999,0.423802893,0.457589683,0.385568987,,
ageCat8,0.303447325,0.415062774,0,0,0.434964692,0.40924014,0.208702012,0.510415592,,
, , , , , , , , , ,
ageCat1,0.301897037,0.11663901,0.396024465,0,0.491493408,0.292419418,0.947339635,0.367487085,relative.cycle.time,
ageCat2,2.247600628,1.15962563,6.021016342,6.991258405,3.029886537,1.834889101,3.523042148,2.0706152,,
ageCat3,2.173394317,1,8.551759815,1,2.823375404,1,2.626130408,1,,
ageCat4,0.808496412,0.560338012,2.662615378,0.387514676,1.42244679,0.346792964,2.041685789,0.150669753,,
ageCat5,0.731712927,0.328249476,0.308890571,0.061114928,1.211714477,0.603177143,0.864516274,0.409326348,,
ageCat6,0.701606666,0.189143125,0,0,0.287427093,0.314323289,1.290107024,0.647411399,,
ageCat7,0.499278267,0.19765065,0,0,0.826005616,0.390842064,1.212701406,0.157802469,,
ageCat8,0.780516302,0.202733661,0,0,0.118047277,0.168956237,0.270909839,0.081237864,,
, , , , , , , , , ,
ageCat1,0.998983183,0.999157363,1.00149378,0,0.999094145,1.00022496,1.000144882,0.999574949,relative.walk.speed,
ageCat2,1.000182305,1.000045704,0.999772232,1.000699748,0.999257026,0.999684917,1.000110555,1.00006684,,
ageCat3,1.000110658,1,1.00067505,1,0.99944267,1,1.000211762,1,,
ageCat4,1.000096356,0.999740596,1.000402416,1.002740736,0.999727739,0.999749372,0.999575666,1.000140227,,
ageCat5,0.999884359,0.999955601,1.000753915,1.001444952,0.999844221,0.999721138,1.000131694,1.000018006,,
ageCat6,1.000278934,0.999809741,0,1.002346085,0.999539231,1.000417707,1.000401573,1.000202436,,
ageCat7,0.999983796,0.999838203,0,0,0.999882979,0.999436777,1.00007003,0.999861156,,
ageCat8,0.999601624,1.000476014,0,0,0.998583446,1.000729471,1.00246142,1.001421567,,
, , , , , , , , , ,
ageCat1,1.000210291,0.999290183,0.994236311,0,1.000454113,0.999499543,1.000401593,0.999807337,relative.cycle.speed,
ageCat2,1.000174512,1.000365878,1.000684548,1,0.999713411,1.000065172,0.999642807,0.999616881,,
ageCat3,1.000279368,1,1.000143082,1,0.99994329,1,0.999840565,1,,
ageCat4,1.000053061,1.000166526,1.000290192,0.993630573,0.999898472,1.000507202,0.999889452,0.999379021,,
ageCat5,1.000283493,1.000524692,1.003412969,0.99408284,0.999740806,0.999835118,1.00034262,0.999877117,,
ageCat6,1.000479471,1.000327332,0,0,1.001621357,0.999661872,0.999367875,0.99974689,,
ageCat7,1.000708206,1.000400556,0,0,0.999431385,0.999779232,1.000225579,1.000299184,,
ageCat8,1.00014252,1.000333968,0,0,1.003203491,1.001012486,0.998384763,0.998704928,,
