,demogr1_walk,demogr1_cycle,demogr2_walk,demogr2_cycle,demogr3_walk,demogr3_cycle,demogr4_walk,demogr4_cycle,
county1,16.14335413,2.607266891,15.00485025,2.08276714,15.34808816,1.713500237,17.38097829,2.030432333,S1
county2,22.13337004,2.824625095,21.09104607,2.236923181,20.74175157,1.982631605,22.44424927,2.212157586,
county3,43.35375036,6.024142544,40.09715554,5.041478342,36.13928903,3.884460818,37.01744459,3.779931278,
county4,48.18699729,4.12793224,39.62447817,4.052589847,34.56541479,2.78963955,33.67218036,3.03727117,
county5,50.97163422,53.44590116,50.6396197,23.27874443,45.18726329,17.15213901,44.01436649,22.80702869,
county6,31.7906111,3.089591193,27.32281304,2.839097582,23.8166465,1.668492282,22.93990697,1.833408542,
