"","male.Demogr.1","female.Demogr.1","male.Demogr.2","female.Demogr.2","male.Demogr.3","female.Demogr.3","male.Demogr.4","female.Demogr.4",""
"ageCat1","0.310345566354374","0.321483463960199","0.286513592958557","0.297616071257534","0.267267472094262","0.266012371511298","0.287322757101362","0.243120125205793","relative.walk.time"
"ageCat2","1.61909245785395","1.71773965329686","1.72317412670687","1.81294641834263","1.56829256670745","1.54945757507124","1.6241853375311","1.65468410694232",""
"ageCat3","0.913745769023762","1","0.953971606283507","1","0.837440541321104","1","0.898166430402066","1",""
"ageCat4","0.676265477398694","0.815519810737358","0.713732118970244","0.851384027562201","0.646590341425146","0.735441437523182","0.627854731810208","0.795760836117374",""
"ageCat5","0.713478919476125","0.81482845350256","0.727727971376535","0.893722349473234","0.5960421809962","0.716550746934905","0.647326762866692","0.74994134610165",""
"ageCat6","0.570533038141001","0.72304255565129","0.49781181225762","0.683571929949119","0.556155030785953","0.680664928827378","0.631387918759606","0.69682064497777",""
"ageCat7","0.549164386204764","0.64700942449713","0.473754594357766","0.69071884537534","0.491668419234755","0.584389872593897","0.450575837981652","0.638106880050208",""
"ageCat8","0.493786148407299","0.694836321420048","0.541459631839155","0.536394521209241","0.388504358957737","0.602900796271827","0.322114923326299","0.582049302162292",""
""," "," "," "," "," "," "," "," "," "
"ageCat1","0.467891425046588","0.211990599089437","0.400112917525709","0.175334922330379","0.555889774638068","0.276118833648417","0.407131713692142","0.215372142460783","relative.cycle.time"
"ageCat2","2.16191879288187","0.970809801826728","1.99166965268621","0.99827149623476","2.16497838368559","1.09095589549189","1.96383165912673","1.02621157997996",""
"ageCat3","2.04969579925017","1","1.8563419097016","1","2.18490792163538","1","2.12630908122133","1",""
"ageCat4","1.56161262111926","0.583370805910324","1.41814431507717","0.611041993464388","1.79724311077131","0.588351899648953","1.67244534896248","0.667701023366291",""
"ageCat5","1.13489296515321","0.448875523467945","1.42492149064111","0.545170124376849","1.29316624987844","0.475092505713318","1.236772018051","0.431237062917116",""
"ageCat6","0.863388217718285","0.388705072850369","0.878951933390898","0.539398500449951","1.16072363804602","0.247060727262197","0.846443499737261","0.26072622529284",""
"ageCat7","0.75529963549817","0.342345703848541","0.584430333941729","0.228049384366793","0.760673654255099","0.313919866758249","0.769283314596665","0.44658055641149",""
"ageCat8","0.62194162697357","0.417702198372944","0.549213442884529","0.418425359398743","0.685170621877561","0.367006093916233","0.373924003330497","0.242485072550235",""
""," "," "," "," "," "," "," "," "," "
"ageCat1","1.00007632328558","1.00017145034367","1.00045725492144","1.00012545029138","1.00002881318817","0.999734516109811","1.00011265311546","1.00004720852389","relative.walk.speed"
"ageCat2","1.00007510605183","1.00006337598929","1.00005794524232","1.00013155047676","1.00004565197809","1.0000925852454","1.00002464560967","0.999992284762735",""
"ageCat3","1.00006717832155","1","0.999943528265284","1","1.00000556530386","1","1.00002363002089","1",""
"ageCat4","1.00007349147691","1.00012817107109","1.00010748556122","1.00008932721057","1.00001320559217","1.00002828073035","1.00008209499237","0.999920054948209",""
"ageCat5","1.00010748016422","1.00007528529082","0.999984780195859","1.00004645931497","1.00000310251841","1.00007643975836","1.00009477237836","1.00002691203585",""
"ageCat6","1.00012138589509","1.00008860164304","1.00042744804803","0.999961858114907","1.00006440782559","1.000036586902","1.00010895785626","0.99997118562224",""
"ageCat7","1.00000923937245","1.0001063127618","1.00005617686107","1.00036617933135","1.00000748109017","1.00013771837001","1.00033089019508","0.999915586880376",""
"ageCat8","0.999979597456975","1.00006329868936","1.00003301287503","0.999933994699439","1.00003095929339","0.999965427612666","1.00014744235971","1.00008599934184",""
""," "," "," "," "," "," "," "," "," "
"ageCat1","1.00000236512774","1.00004288477698","1.00026288738094","1.00034709776554","0.999978227537276","0.999812281089041","1.00007071306206","1.00013252019667","relative.cycle.speed"
"ageCat2","1.00004779335486","1.00008809261625","0.999975447506944","1.00001429468999","1.00007561583968","1.00000704228386","1.00000886216497","1.00006483341536",""
"ageCat3","1.00000110438689","1","1.00003077176519","1","1.00000751280083","1","1.00004099785582","1",""
"ageCat4","1.00004806633306","1.00007235219346","1.00008303201644","1.00012276712137","1.00009076936662","1.00005990480105","1.0000724381926","1.0000070619151",""
"ageCat5","1.00000713411368","1.00002399031771","0.999980665929","1.00008018329603","0.999972768075255","1.00003747873971","1.0000628568229","1.00008664636765",""
"ageCat6","1.00002753099123","1.00000801571071","1.00019259153362","1.00000413905409","0.999892614023851","1.0001016727357","1.00002307733848","1.00005857708078",""
"ageCat7","1.00003634609285","1.00005524173018","0.999806655514537","1.00026383312901","0.999960293905813","1.00005248753643","1.00008671150982","0.999955609458665",""
"ageCat8","1.00008309137992","0.999978769485538","0.999954312233115","1.00061569106318","0.999734689168504","1.00007100906414","0.999992631357928","1.00016895589599",""
