,demogr1_walk,demogr1_cycle,demogr2_walk,demogr2_cycle,demogr3_walk,demogr3_cycle,demogr4_walk,demogr4_cycle,
county1,14.06035197,2.150894527,14.50418213,1.671338817,15.16131421,1.344745381,18.126964,1.64581417,2020
county2,23.38767566,2.918641768,22.23915009,2.486849415,20.78034017,2.193318614,21.49394864,2.226201165,
county3,42.90072515,5.645250198,37.21005907,4.533525336,33.15938987,3.455001633,33.94003581,3.321117274,
county4,40.98548258,3.7759956,36.48885716,3.314877334,30.93623904,2.982386134,30.42426499,2.928240961,
county5,48.88140832,64.25062474,42.42630465,29.16092019,40.28962665,21.49660002,38.90200514,28.32256555,
county6,31.00960344,3.334702886,25.75592881,2.321251881,24.30107218,2.268603741,20.9696008,2.031556886,
