,demogr1_walk,demogr1_cycle,demogr2_walk,demogr2_cycle,demogr3_walk,demogr3_cycle,demogr4_walk,demogr4_cycle,
county1,14.95937067,2.457379401,15.70405983,1.655054761,16.00267485,1.702327198,18.21099231,1.997856208,S3
county2,24.39299021,2.975652584,23.14891254,2.620243923,21.88376727,2.210841583,23.41164818,2.326095822,
county3,45.52624845,6.382557746,42.85820852,5.71120583,38.42794104,4.295557038,39.64327708,4.060191975,
county4,41.54712324,4.450741169,36.9019386,3.465222676,31.99487947,2.798822634,30.32102172,2.966993102,
county5,52.18993836,49.27066527,53.17311662,22.34751613,50.7381285,16.65662525,47.13698661,22.80290722,
county6,30.61509189,3.230107817,26.4995278,2.700355327,24.78255297,2.211905868,23.86507475,1.842368471,
