"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"90269509",-121.2442631,38.664375,2016,"3400","4","5","1","09",2,2,"A",,,,,,2400,6,"D","C","A","MADISON AVENUE","KENNETH AVENUE",0,,"Y","2016-09-21",9260,"2016-06-03",2104,"018456",,"2","9","0","2",,"2","304","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"C","N","A","H","-","C","A","0","Y","A","01",0,2,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.14395,38.39516
"90269062",-121.3718231,38.6940151,2016,"3400","5","7","1","01",1,2,"B",,,,,"Y",2400,3,"D","C","A","LARCHMONT DRIVE","ELKHORN BOULEVARD",0,,"Y","2016-09-16",9250,"2016-03-20",2208,"019266",,"3","9","0","3",,"2","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"E","N","A","H","-","C","A","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.3717,38.6939
"90264087",-121.4646093,38.5145708,2016,"3400","4","5","1","08",1,0,"A",,"Y",,"Y",,1500,6,"H","G","A","MARTIN LUTHER KING JR. BOULEVARD","42ND AVENUE",129,"S","N","2016-09-08",9252,"2016-06-24",1251,"018649",,"1","9","0","2",,"1","071","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","D","-","A","A","0","Y","L","04",0,0,0,0,0,1,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.46457,38.51448
"90259962",-121.386389,38.4053007,2016,"3450","3","5","1","07",2,0,"A",,,,,,600,5,"E","C","A","SR-99 NORTHBOUND","ELK GROVE BOULEVARD",1580,"S","N","2016-09-19",9252,"2016-05-27",421,"019279",,"3","5","0","1",,"2","191","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","ELK GROVE","SACRAMENTO","CA",-121.38176,38.39887
"90259862",0,0,2016,"3400","5","1","1","08",2,0,"A",,,,,,2500,5,"E","I","A","ISLETON ROAD","GEORGIANA SLOUGH BRIDGE",632,"N","N","2016-09-02",9252,"2016-05-23",2500,"019202",,"4","9","0","3",,"2","090","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","D","D","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.518,38.23908
"90257503",0,0,2016,"3400","3","5","4","03",0,1,"A",,,,"Y",,900,4,"C","C","A","SR-99 N/B FROM CALVINE ROAD E/B","CALVINE ROAD O/C",377,"S","N","2016-08-31",9252,"2016-04-01",615,"015006",,"1","9","0","1",,"2","191","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.4094,38.4555
"90252311",-121.2423364,38.4099296,2016,"3400","5","4","3","09",0,1,"A",,,,,"Y",1500,5,"D","C","A","DILLARD ROAD","ALTA MESA ROAD",20,"W","N","2016-08-25",9252,"2016-05-12",1330,"014570",,"1","9","0","3",,"2","080","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.2422,38.4099
"90251919",-121.5200729,38.3612362,2016,"3400","3","4","2","05",0,2,"A",,,,,,1500,6,"A","C","A","SR-160","HOOD FRANKLIN RD",2640,"S","N","2016-08-24",9252,"2016-06-30",1235,"014561",,"1","9","0","1",,"1","163","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21460,"A","N","A","H","-","A","D","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.5205,38.3605
"90249248",0,0,2016,"3400","3","5","1","05",2,1,"A",,,,,,2400,5,"A","C","A","SR-12","SAN JOAQUIN/SACRAMENTO COUNTY LINE",744,"W","N","2016-09-12",9252,"2016-05-27",2221,"019252",,"3","9","0","1",,"1","112","-","Y",,0,0,,,0,,,,"Y",3,"A","-",21460,"A","N","A","H","-","D","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.58238,38.12698
"90248271",-121.3744863,38.6799672,2016,"3400","5","7","4","03",0,2,"A",,,,,,1500,6,"C","C","A","DON JULIO BOULEVARD","CHANNING DRIVE",20,"N","N","2016-08-19",9250,"2016-06-05",1408,"017317",,"2","9","0","3",,"2","010","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","A","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",0,0
"90245924",-121.3830645,38.6177622,2016,"3400","4","6","1","12",1,1,"B","Y",,,,,2400,5,"G","B","B","WATT AVE","MARCONI AVE",12,"S","N","2016-08-16",9250,"2016-05-07",2342,"019169",,"3","9","0","2",,"1","045","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","07",0,0,1,1,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.38302,38.61762
"90243454",0,0,2016,"3400","4","3","1","09",1,0,"A",,"Y",,,,2100,6,"H","G","A","FRENCH ROAD","OCATILLO STREET",12,"N","N","2016-08-12",9252,"2016-06-01",1955,"018155",,"2","9","0","2",,"2","073","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","L","04",0,0,0,0,0,1,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.39,38.482
"90243092",-121.3786048,38.7259823,2016,"3400","5","2","2","01",0,3,"B","Y",,,,"Y",2100,1,"D","E","F","REDWATER DRIVE","THORNBURY DRIVE",151,"E","N","2016-08-11",9250,"2016-01-19",1941,"015866",,"2","9","0","3",,"2","010","-","N",,0,0,,,0,,,,"Y",5,"A","-",23152,"A","F","A","H","-","C","A","0","Y","A","01",1,2,0,0,1,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.37914,38.72583
"90241467",-121.4087631,38.4796729,2016,"3400","4","1","2","05",0,1,"A",,"Y",,,,2400,6,"H","G","A","POWER INN ROAD","GERBER ROAD",740,"S","N","2016-08-10",9252,"2016-06-27",2150,"017099",,"2","9","0","2",,"2","073","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"F","A","H","-","C","D","0","Y","L","04",1,0,0,0,0,0,1,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.40878,38.47964
"90237812",0,0,2016,"3404","2","7","1","01",1,3,"A",,,,,"Y",1800,4,"C","E","A","US-50 E/B","HOWE AVENUE",1920,"E","N","2016-08-04",9252,"2016-04-24",1734,"018167",,"2","7","0","1",,"2","151","-","Y",,0,0,,,0,,,,"Y",4,"A","-",23152,"A","N","A","H","-","A","D","0","Y","A","07",0,1,2,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",-121.40178,38.55525
"90237639",-121.3830032,38.6703643,2016,"3404","5","7","2","08",0,2,"A",,"Y",,,,300,6,"H","G","A","WATT AVENUE","NORTH HAVEN DR",7,"N","N","2016-08-04",9250,"2016-06-12",210,"018941",,"3","7","0","3",,"2","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"F","A","H","-","C","D","0","Y","A","01",1,1,0,0,0,0,1,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",-121.2257,38.4013
