"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"90269733",0,0,2016,"5700","5","6","4","03",0,1,"A",,,,,,1800,9,"F","I","A","COUNTY ROAD 6","COUNTY ROAD 86 ",250,"S","N","2016-09-19",9280,"2016-09-17",1650,"018205",,"2","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-122.02563,38.88546
"90269732",0,0,2016,"5700","1","5","4","03",0,1,"A",,,,,,1800,9,"C","C","A","I-5 S/B","YOLO BYPASS",300,"S","N","2016-09-19",9280,"2016-09-16",1755,"012007",,"2","9","0","1",,"2","020","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.64074,38.67332
"90269727",0,0,2016,"5700","1","1","4","07",0,1,"A",,,,,,900,9,"B","C","A","I-505 S/B","STATE HIGHWAY 128 ",528,"S","N","2016-09-19",9280,"2016-09-12",730,"017279",,"1","9","0","1",,"2","031","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.95302,38.52616
"90269724",-121.5828733,38.5732955,2016,"5700","1","6","3","03",0,1,"A",,,"Y",,,1200,9,"C","C","A","I-80 ","ENTERPRISE BLVD",1584,"W","N","2016-09-19",9280,"2016-09-10",1025,"017279",,"1","9","0","1",,"2","010","-","Y",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","C","02",0,1,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","YOLO","CA",-121.58669,38.57271
"90268144",0,0,2016,"5700","1","6","3","01",0,2,"A",,,,,"Y",300,8,"E","I","A","I-5 S/B","SACRAMENTO RIVER ",2640,"N","N","2016-09-15",9280,"2016-08-27",220,"017874",,"3","9","0","1",,"2","020","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","08",0,2,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.63541,38.67308
"90267639",0,0,2016,"5704","1","4","4","03",0,2,"A",,,,"Y",,600,8,"C","E","A","US-50 WESTBOUND","I-80 E/B",528,"W","N","2016-10-31",9280,"2016-08-18",455,"016042",,"3","4","0","1",,"2","010","-","Y",,0,0,,,0,,,,"Y",7,"A","-",22350,,"N","A","H","-","C","D","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","WEST SACRAMENTO","YOLO","CA",-121.5669,38.57577
"90267028",-121.7282731,38.691675,2016,"5700","5","4","4","09",0,1,"A",,,,,,1800,9,"D","C","A","COUNTY ROAD 102","KENTUCKY AVE",0,,"Y","2016-09-13",9280,"2016-09-08",1735,"012007",,"2","9","0","3",,"2","002","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.7284,38.69165
"90266212",-121.818024,38.5615251,2016,"5700","5","5","4","01",0,1,"A",,,,,"Y",1800,9,"F","I","A","COUNTY ROAD 31 ","COUNTY ROAD 97D ",1584,"W","N","2016-09-13",9280,"2016-09-09",1550,"016042",,"2","9","0","3",,"2","002","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.81791,38.56148
"90266211",0,0,2016,"5700","5","6","3","01",0,1,"A",,,,,"Y",1500,9,"E","I","A","19137 WOODBRIDGE DR WOODLAND CA 95695","COUNTY ROAD 24 ",631,"S","N","2016-09-13",9280,"2016-09-10",1320,"015128",,"1","9","0","3",,"2","002","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","M","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.86186,38.66169
"90265938",0,0,2016,"5700","3","6","2","01",0,2,"A",,,,,,2100,8,"E","I","A","SR-16","CR-89",695,"E","N","2016-09-12",9280,"2016-08-27",2028,"015128",,"2","9","0","1",,"2","034","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",1,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","YOLO","CA",-121.9646,38.6812
