"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"6181887",-121.371771122,38.4234354889,2012,"3450","0","5","4","11",0,1,"A","Y",,,,,1800,3,"G","B","D","BOND RD","ELK GROVE FLORIN RD",120,"E","N","2013-08-30",340,"2012-03-09",1545,"10229","3404","5","5","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",21955,,"N","A","H","-","A","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","ELK GROVE","SACRAMENTO","CA",0,0
"6153484",-121.098608574,38.496341924,2012,"3400","3","1","4","03",0,1,"A",,,,,,900,3,"C","C","A","RT 16","MURIETA PKWY",75,"E","N","2013-09-25",9260,"2012-03-12",745,"14749",,"1","9","0","1",,"2","216","-","Y","SAC",3,16,"-","-",19.47,"H","-","W","N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",0,0
"6153456",-121.467363033,38.5112450057,2012,"3400","4","1","4","09",0,1,"A",,,,,,900,3,"D","C","A","FRANKLIN BL","46TH AV",0,,"Y","2013-08-06",9252,"2012-03-12",725,"13720",,"1","9","0","2",,"1","071","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.46727,38.51118
"6137054",0,0,2012,"3404","3","4","2","03",0,4,"A",,,,,,1500,5,"C","C","A","RT 51","EXPOSITION BL",528,"S","N","2014-02-28",9250,"2012-05-31",1320,"017682",,"1","7","0","1",,"2","152","-","Y",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",1,0,3,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"6125990",0,0,2012,"3490","0","6","3","03",0,1,"B",,,"Y",,,1500,3,"C","C","A","ATV TRACK","ATV PRACTICE TRACK",50,"N","N","2013-10-09",3400,"2012-03-24",1440,"1472","558","5","5","0","0",,"0","367","-","N",,0,0,,,0,,,,"N",2,"A","-",38305,,"N","A","B","G","A","A","0","Y","C","06",0,1,0,0,0,0,0,0,1,"-","-","RANCHO CORDOVA","SACRAMENTO","CA",-121.16503,38.60485
"6125986",0,0,2012,"3490","0","7","4","03",0,1,"B",,,"Y",,,1500,3,"F","A","A","ATV TRACK","MAIN STAGING",2500,"E","N","2013-10-09",3400,"2012-03-25",1300,"1472","558","5","5","0","0",,"0","367","-","N",,0,0,,,0,,,,"N",1,"A","-",38305,,"N","D","G","-","A","A","0","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","RANCHO CORDOVA","SACRAMENTO","CA",-121.08915,38.35961
"6104306",-121.45857316,38.5372814072,2012,"3400","4","4","2","05",0,1,"A","Y",,,,,2100,1,"G","B","E","EAST NICHOLS AV","16TH AV",46,"N","N","2013-11-30",9252,"2012-01-12",1805,"017917",,"2","9","0","2",,"1","071","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"F","A","H","-","D","D","0","Y","D","22",1,0,0,0,1,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.45861,38.53742
"6085254",-121.263232612,38.5899578733,2012,"3490","0","1","2","09",0,1,"A",,,"Y",,,1800,4,"D","C","A","WHITE ROCK RD","GOLD VALLEY DR",300,"W","N","2014-02-20",3400,"2012-04-30",1659,"1354","RC","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","A","0","Y","-","-",1,0,0,0,0,0,0,0,1,"-","-","RANCHO CORDOVA","SACRAMENTO","CA",0,0
"6067394",-121.591360086,38.1775529893,2012,"3400","3","2","4","08",0,1,"A",,,,,,1800,5,"E","I","A","RT 160","GRAND ISLAND RD",2112,"N","N","2014-02-24",9252,"2012-05-01",1645,"012717",,"2","9","0","1",,"2","162","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.59154,38.17773
"6003617",-121.456943054,38.6440550833,2012,"3404","0","4","4","09",0,1,"A",,"Y",,,,1800,3,"D","G","A","NORWOOD AV","JESSIE AV",0,,"Y","2013-07-29",3404,"2012-03-08",1722,"800","SPD","5","7","0","0",,"0","02A","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"5998572",-121.469433042,38.5664849625,2012,"3404","0","1","4","12",0,2,"B",,,,,,1500,3,"D","C","A","30TH ST","P ST",0,,"Y","2014-02-06",3404,"2012-03-19",1205,"0600",,"5","7","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"5978599",-121.288112329,38.3829015534,2012,"3400","5","3","4","08",0,1,"A",,,,,,1800,3,"A","C","A","DILLARD RD","WALMORT RD",1584,"E","N","2014-02-01",9252,"2012-03-07",1640,"012717",,"2","9","0","3",,"2","080","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.27827,38.38857
"5911220",-121.362293104,38.4089950294,2012,"3450","0","6","1","-",1,0,"A","Y",,,,"Y",600,3,"G","B","E","ELK GROVE BL","SCHOOL ST",0,,"Y","2013-10-01",340,"2012-03-17",355,"10140","5601","5","5","0","0",,"0","005","-","Y",,0,0,,,0,,,,,1,"-","-",0,,"F","B","H","-","C","A","0","Y","-","-",0,0,0,1,0,0,0,0,0,"-","-","ELK GROVE","SACRAMENTO","CA",0,0
"5901751",-121.391336467,38.414932844,2012,"3450","3","6","4","07",0,1,"A",,,"Y",,,2400,3,"F","A","A","RT 99","ELK GROVE BL",2150,"N","N","2013-09-23",9252,"2012-03-24",2243,"18899",,"3","5","0","1",,"2","191","-","Y","SAC",3,99,"-","-",13.17,"H","-","N","N",2,"A","-",21658,"A","M","A","H","-","C","D","1","Y","-","99",0,0,1,0,0,0,0,0,1,"-","-","ELK GROVE","SACRAMENTO","CA",-121.39128,38.41484
"5901530",-121.466661328,38.574207477,2012,"3404","3","6","4","03",0,1,"A",,,,,,1500,6,"C","C","A","RT 51","H ST",500,"S","N","2014-02-03",9252,"2012-06-16",1225,"18093",,"1","7","0","1",,"2","193","-","Y","SAC",3,51,"-","-",1.11,"H","-","N","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",-121.8741,38.8954
"5901522",-121.686048565,38.133138204,2012,"3404","3","5","4","01",0,1,"A",,,,,,2400,6,"E","I","A","RT 160","RT 12",8976,"S","N","2014-02-06",9252,"2012-06-08",2110,"18286",,"2","7","0","1",,"1","161","-","Y","SAC",3,160,"-","L",9.08,"H","-","N","N",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",-121.67659,38.15522
"5874611",-121.419264161,38.622409768,2012,"3404","3","3","4","08",0,1,"A",,,,,,600,3,"E","I","A","RT 51","MARCONI AV",780,"N","N","2013-09-26",9250,"2012-03-28",407,"018374",,"3","7","0","1",,"2","151","C","Y","SAC",3,51,"-","-",5.65,"H","-","N","Y",1,"A","-",22107,,"N","B","H","-","D","D","1","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"5873802",-121.42917303,38.6400849841,2012,"3404","0","5","2","22",0,2,"A",,,"Y",,,1500,6,"D","C","A","NORTH AV","MARYSVILLE BL",0,,"Y","2013-10-04",3404,"2012-06-22",1454,"0647",,"5","7","0","0",,"0","02A","-","N",,0,0,,,0,,,,"Y",2,"B","-",0,,"N","A","H","-","A","A","0","Y","J","48",1,0,1,0,0,0,0,0,1,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
