"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"90267483",-121.6735856,39.1125711,2016,"5100","4","1","1","01",1,0,"A",,,,,"Y",1800,5,"E","I","A","LINCOLN RD","GEORGE WASHINGTON BLVD",517,"W","N","2016-09-14",9285,"2016-05-30",1546,"013174",,"2","9","0","2",,"1","052","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","A","D","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.67424,39.11253
"90267459",0,0,2016,"5100","5","3","3","08",0,1,"A",,,"Y",,,300,9,"F","A","A","SR-99 (N/B)","RIEGO ROAD ",4310,"N","N","2016-09-14",9285,"2016-09-07",155,"018291",,"3","9","0","3",,"1","001","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","C","02",0,1,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","SUTTER","CA",0,0
"90267406",0,0,2016,"5100","3","2","4","01",0,3,"A",,,,,"Y",600,9,"F","A","A","SR-99 N/B","SANKEY RD",1193,"N","N","2016-09-14",9285,"2016-09-13",300,"019760",,"3","9","0","1",,"1","011","-","Y",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.54341,38.78299
"90267398",0,0,2016,"5100","5","4","4","03",0,1,"A",,,,,"Y",600,8,"E","I","A","RIOSA RD.","PLACER RD.",12,"W","N","2016-09-14",9285,"2016-08-25",445,"015976",,"3","9","0","3",,"1","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","D","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.41481,38.97743
"90266965",0,0,2016,"5100","3","6","3","08",0,1,"A",,,,,,1800,9,"D","C","A","SR-99 N/B TO HOWSLEY ROAD","HOWSLEY ROAD",36,"S","N","2016-09-13",9285,"2016-09-10",1500,"014793",,"2","9","0","1",,"1","011","-","Y",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.54267,38.8505
"90265687",-121.6575978,39.2037874,2016,"5100","5","6","4","18",0,2,"A",,"Y",,,"Y",900,8,"E","H","A","SANDERS RD","LARKIN ROAD",750,"E","N","2016-09-12",9285,"2016-08-27",835,"016343",,"1","9","0","3",,"1","007","-","N",,0,0,,,0,,,,"N",4,"C","-",0,,"N","A","H","-","A","D","0","Y","-","-",0,0,2,0,0,0,2,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.65724,39.20396
"90264382",0,0,2016,"5100","3","3","4","03",0,1,"A",,,,,,2100,9,"C","C","A","SR-99 S/B","RICHLAND RD",100,"N","N","2016-09-08",9285,"2016-09-07",1942,"018522",,"2","9","0","1",,"1","051","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.63469,39.11864
"90262596",-121.6331632,39.0691051,2016,"5100","3","3","3","09",0,2,"A",,,,,,900,8,"B","C","A","SR-99","OSWALD ROAD",0,,"Y","2016-09-07",9285,"2016-08-31",740,"016343",,"1","9","0","1",,"1","051","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","08",0,1,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.63343,39.069
"90261514",-121.6346447,39.1162632,2016,"5100","3","1","4","03",0,2,"A",,,,,,1500,8,"C","C","A","SR-99","RICHLAND RD",700,"S","N","2016-09-06",9285,"2016-08-29",1238,"014401",,"1","9","0","1",,"1","051","-","Y",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.63457,39.1164
"90255529",-121.6115123,39.0096693,2016,"5100","4","4","4","08",0,1,"A",,,,,"Y",1500,8,"E","I","A","GARDEN HIGHWAY","SHANNON ROAD",1070,"N","N","2016-08-29",9285,"2016-08-25",1440,"014793",,"2","9","0","2",,"1","052","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.61133,39.00949
"90255487",-121.7537637,39.1568076,2016,"5100","5","3","3","09",0,1,"A",,"Y",,,,1200,8,"D","G","A","ACACIA AVE.","SOUTH BUTTE RD",10,"S","N","2016-08-29",9285,"2016-08-10",905,"015976",,"1","9","0","3",,"1","007","-","N",,0,0,,,0,,,,"N",2,"A","-",21800,"A","N","A","H","-","A","A","0","Y","A","07",0,1,0,0,0,0,1,0,0,"-","-","UNINCORPORATED","SUTTER","CA",-121.75383,39.15664
