"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"8007110",-121.2864852,38.6782842,2014,"3496","0","2","3","03",0,5,"A",,,,,,1800,9,"C","C","A","GREENBACK LN","MARIPOSA AV",503,"W","N","2016-03-30",3496,"2014-09-16",1630,"185",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,1,4,0,0,0,0,0,0,"-","-","CITRUS HEIGHTS","SACRAMENTO","CA",0,0
"8003476",-121.4283231,38.502405,2014,"3400","4","3","3","09",0,2,"A",,,,,,1800,8,"B","C","A","65TH ST","53RD AV",0,,"Y","2016-03-30",9252,"2014-08-13",1720,"18140",,"2","9","0","2",,"2","073","-","N",,0,0,,,0,,,,"Y",3,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","07",0,1,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",-121.42832,38.50252
"7018809",-121.3023873,38.7141975,2014,"3496","1","6","3","03",0,1,"B",,,,"Y","Y",300,11,"D","C","A","RT 80 WB","WEST OF RIVERSIDE AV",4752,,"N","2016-06-28",9250,"2014-11-01",126,"017317",,"3","5","0","1",,"2","183","C","Y","SAC",3,80,"-","-",17.25,"H","-","W","N",3,"A","-",22350,,"F","B","H","-","C","D","1","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-","CITRUS HEIGHTS","SACRAMENTO","CA",0,0
"6977035",-121.4757831,38.554825,2014,"3404","0","3","4","00",0,1,"A",,,,,,1800,8,"C","C","A","FRANKLIN BL","2ND AV",0,,"Y","2015-07-09",3404,"2014-08-20",1624,"856","4","5","7","0","0",,"0","04A","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"F","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"6904812",-121.3551775,38.660809,2014,"3400","5","2","4","08",0,1,"C",,,,,,1200,12,"B","C","A","DATE AV","MADISON AV",35,"S","N","2015-05-06",9250,"2014-12-16",1010,"14845",,"1","9","0","3",,"2","020","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"F","B","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",0,0
"6877884",-121.4730531,38.5600251,2014,"3400","3","6","3","03",0,1,"B",,,"Y",,,1200,12,"C","C","A","RT 51","RT 50",500,"N","N","2016-06-23",9252,"2014-12-20",935,"18119",,"1","9","0","1",,"2","193","-","Y","SAC",3,51,"-","-",0.093,"R","2","S","Y",2,"A","-",22350,,"F","B","H","-","A","D","1","Y","A","01",0,1,0,0,0,0,0,0,1,"TO","-","UNINCORPORATED","SACRAMENTO","CA",-121.47826,38.55964
"6867599",-121.4393582,38.6111151,2014,"3404","0","3","4","03",0,1,"C",,,,,,1200,12,"C","C","A","EL CAMINO AV","CLAY ST",30,"W","N","2015-04-27",3404,"2014-12-03",1106,"733",,"5","7","0","0",,"0","02A","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SACRAMENTO","SACRAMENTO","CA",0,0
"6859569",-121.303643,38.591305,2014,"3490","0","5","4","12",0,2,"A",,,,,,1500,12,"A","C","A","COLOMA RD","MALAGA WY",0,,"Y","2015-04-09",3400,"2014-12-26",1216,"719","RC","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","RANCHO CORDOVA","SACRAMENTO","CA",0,0
"6854458",0,0,2014,"3450","0","6","1","01",1,0,"B",,,,,"Y",300,11,"E","I","A","CALVINE RD","AUBERRY DR",0,"E","N","2015-04-22",340,"2014-11-22",156,"10058","-1","5","5","0","0",,"0",,"C","N",,0,0,,,0,,,,"Y",1,"A","-",23153,"A","N","B","H","-","C","D","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","ELK GROVE","SACRAMENTO","CA",0,0
"6854444",-121.2922431,38.6605612,2014,"3400","4","5","1","05",5,1,"A",,,,,"Y",300,12,"A","C","A","SAN JUAN AV","GAIL WY",177,"N","N","2016-01-08",9250,"2014-12-26",130,"18791",,"3","9","0","2",,"1","025","-","N",,0,0,,,0,,,,"Y",2,"A","-",21660,,"N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","SACRAMENTO","CA",0,0
