"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"90271951",-120.4011757,38.8019716,2016,"0900","4","7","2","08",0,2,"A",,,"Y",,,1800,9,"F","J","A","ICE HOUSE ROAD","GRANITE SPRINGS ROAD",1767,"N","N","2016-09-20",9245,"2016-09-11",1601,"015421",,"2","9","0","2",,"1","026","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","C","02",2,0,0,0,0,0,0,0,2,"-","-","UNINCORPORATED","EL DORADO","CA",-120.40119,38.80153
"90271940",-120.8391528,38.9031201,2016,"0900","5","7","2","08",0,1,"A",,,"Y",,,900,9,"F","A","A","MARSHALL ROAD","MAIN ST",1056,"S","N","2016-09-20",9245,"2016-09-11",750,"013463",,"1","9","0","3",,"2","002","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","B","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","EL DORADO","CA",-120.839,38.90372
"90271783",0,0,2016,"0900","3","6","3","18",0,1,"A",,,"Y",,,2400,9,"F","A","A","SR-193 S/B","RUNNING SPRINGS RD",100,"N","N","2016-09-20",9245,"2016-09-10",2315,"018624",,"3","9","0","1",,"1","122","-","Y",,0,0,,,0,,,,"Y",1,"C","-",0,,"N","A","H","-","D","D","0","Y","-","-",0,1,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","EL DORADO","CA",-120.81882,38.80138
"90271776",-120.935953,38.709215,2016,"0900","5","6","4","05",0,1,"A",,,,,,1500,9,"D","C","A","NORTH SHINGLE ROAD","RURAL LN",0,,"N","2016-09-20",9245,"2016-09-10",1454,"017364",,"2","9","0","3",,"2","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21752,"D","N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","EL DORADO","CA",-120.93561,38.70909
"90270550",0,0,2016,"0900","2","5","1","08",1,0,"A",,,,,,300,6,"E","I","A","US-50 W/B","PONDEROSA RD",3168,"E","N","2016-09-19",9245,"2016-06-03",25,"018663",,"3","9","0","1",,"2","120","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","07",0,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","EL DORADO","CA",-120.92841,38.66752
"90270071",0,0,2016,"0900","3","6","3","05",0,1,"A",,"Y",,,,1500,9,"H","G","A","SR-89","VIKINGSHOLM STATE PK",1056,"S","N","2016-10-31",9246,"2016-09-10",1220,"016041",,"1","9","0","1",,"1","031","-","Y",,0,0,,,0,,,,"N",2,"A","-",21460,"A","N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","UNINCORPORATED","EL DORADO","CA",-120.112,38.95176
"90269298",0,0,2016,"0900","2","6","1","08",1,0,"A",,,,,,1500,7,"E","I","A","US-50 W/B","CARSON RD",6864,"E","N","2016-09-16",9245,"2016-07-16",1236,"018799",,"1","9","0","1",,"2","140","-","Y",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","EL DORADO","CA",-120.6448,38.7447
"90269066",0,0,2016,"0900","2","3","2","09",0,1,"A",,,"Y",,,900,9,"D","C","A","US-50","LOWER CARSON RD/SIERRA BLANCA RD",0,,"Y","2016-09-16",9245,"2016-09-07",610,"012315",,"1","9","0","1",,"2","140","-","Y",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","B","D","0","Y","D","22",1,0,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","EL DORADO","CA",-120.70774,38.73706
"90269058",0,0,2016,"0900","5","3","4","05",0,1,"A",,,"Y",,,1200,9,"A","C","A","FORNI RD","BERG LN",53,"E","N","2016-09-16",9245,"2016-09-07",1140,"016465",,"1","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21650,,"N","A","H","-","A","D","0","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","UNINCORPORATED","EL DORADO","CA",-120.81571,38.72826
"90268648",-120.934863,38.7431051,2016,"0900","5","1","4","01",0,1,"A",,,,,"Y",900,9,"E","I","A","LOTUS RD","OLIVE RIDGE RD",0,,"N","2016-09-15",9245,"2016-09-12",700,"012315",,"1","9","0","3",,"2","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","EL DORADO","CA",-120.93417,38.74434
